id;name;style;breweryId;ounces;abv
2625;Dirty Bastard;Scotch Ale / Wee Heavy;15;12.0;8.5
1565;Centennial IPA;American IPA;15;12.0;7.199.999.999.999.990
1223;All Day IPA;American IPA;15;12.0;4.7
1874;El Chingon IPA;American IPA;287;12.0;7.6
1873;Block Party Robust Porter;American Porter;287;12.0;5.7
1872;Local Buzz;American Blonde Ale;287;12.0;5.2
2613;Feel Like Maplin' Love;Oatmeal Stout;22;16.0;5.5
2612;Father's Beer;Belgian Pale Ale;22;16.0;5.0
2611;The 26th;American IPA;22;16.0;6.0
2610;The Gadget;American IPA;22;16.0;6.4
1657;Leprechaun Lager;American Pale Lager;348;12.0;4.0
2309;Sunbru Kölsch;Kölsch;160;12.0;5.2
1635;Kilt Lifter Scottish-Style Ale;?;160;12.0;6.0
1616;Pumpkin Porter;American Porter;160;12.0;5.1
1585;Four Peaks Peach Ale;Fruit / Vegetable Beer;160;12.0;4.2
358;Hop Knot IPA;American IPA;160;12.0;6.7
179;Kilt Lifter Scottish-Style Ale (2009);Scottish Ale;160;12.0;6.0
178;Sunbru Kölsch;Kölsch;160;12.0;5.2
2428;Four String Vanilla Porter;American Porter;105;12.0;6.0
2427;Suncaster Summer Wheat;American Pale Wheat Ale;105;12.0;5.0
2425;Brass Knuckle Pale Ale;American Pale Ale (APA);105;12.0;5.7
2424;Big Star White IPA;American White IPA;105;12.0;7.000.000.000.000.000
1998;Old Detroit;American Amber / Red Ale;253;12.0;559.999.999.999.999
1556;Batch 69 IPA;American IPA;253;12.0;6.9
1208;Twisted Helles Summer Lager;Munich Helles Lager;253;12.0;5.5
2527;OktoberFiesta;?;66;12.0;5.3
2526;Texicali ;American Brown Ale;66;12.0;6.5
2525;Pinata Protest;Witbier;66;12.0;6.0
2524;Bat Outta Helles;Munich Helles Lager;66;12.0;4.2
2523;Original;American Amber / Red Ale;66;12.0;6.800.000.000.000.000
2522;Rye Wit;Witbier;66;12.0;4.2
2521;Soul Doubt;American IPA;66;12.0;58.999.999.999.999.900
2520;Yo Soy Un Berliner;Berliner Weissbier;66;12.0;43.999.999.999.999.900
1174;77 Fremont Select Spring Session IPA;American IPA;460;12.0;4.0
1116;Fremont Organic Pale Ale;American Pale Ale (APA);460;12.0;4.5
994;Abominable Ale;English Strong Ale;460;12.0;8.0
901;Harvest Ale;Saison / Farmhouse Ale;460;12.0;6.5
875;Fremont Summer Ale;American Pale Ale (APA);460;12.0;6.5
858;Universale Pale Ale;American Pale Ale (APA);460;12.0;559.999.999.999.999
857;Interurban IPA;American IPA;460;12.0;6.5
1300;Gateway Kolsch Style Ale;Kölsch;433;12.0;5.3
1260;Wee-Heavy-Er Scotch Ale;Scotch Ale / Wee Heavy;433;12.0;7.000.000.000.000.000
1259;13 Rebels ESB;Extra Special / Strong Bitter (ESB);433;12.0;5.2
2254;Salamander Slam;American IPA;180;16.0;7.000.000.000.000.000
1658;Cack-A-Lacky;American Pale Ale (APA);347;12.0;5.0
2077;No Wake IPA;American IPA;228;12.0;7.199.999.999.999.990
2076;Boathouse Blonde;American Blonde Ale;228;12.0;4.9
2075;Cedar Point;American Amber / Red Ale;228;12.0;5.0
2426;Clean Shave IPA;American IPA;106;12.0;6.7
2045;Might As Well IPL;American Pale Lager;240;16.0;7.199.999.999.999.990
1960;Saison Pamplemousse;Saison / Farmhouse Ale;240;12.0;579.999.999.999.999
1777;2020 IPA;American IPA;240;16.0;73.999.999.999.999.900
1698;Wolf Among Weeds IPA;American IPA;240;16.0;8.0
1641;Better Weather IPA;American IPA;240;16.0;9.4
1490;Point the Way IPA;American IPA;240;16.0;58.999.999.999.999.900
1489;Golden Road Hefeweizen;Hefeweizen;240;16.0;4.6
1399;Heal the Bay IPA;American IPA;240;16.0;6.800.000.000.000.000
1296;Point the Way IPA;American IPA;240;12.0;58.999.999.999.999.900
1034;Cabrillo Kölsch;Kölsch;240;16.0;5.0
991;Get Up Offa That Brown;American Brown Ale;240;16.0;5.5
750;Burning Bush Smoked IPA;American IPA;240;16.0;8.0
749;Wolf Among Weeds IPA (2012);American IPA;240;16.0;8.0
549;Point the Way IPA (2012);American IPA;240;16.0;58.999.999.999.999.900
548;Golden Road Hefeweizen (2012);Hefeweizen;240;16.0;4.6
2587;Vanilla Porter;American Porter;39;16.0;7.000.000.000.000.000
1109;Descender IPA;American IPA;464;12.0;7.000.000.000.000.000
1108;Sweet As Pacific Ale;American Pale Wheat Ale;464;12.0;6.0
1000;Good People Pale Ale;American Pale Ale (APA);478;12.0;559.999.999.999.999
312;Snake Handler Double IPA;American Double / Imperial IPA;478;12.0;9.3
311;Coffee Oatmeal Stout;Oatmeal Stout;478;12.0;6.0
309;Good People IPA;American IPA;478;12.0;6.0
308;Good People American Brown Ale;American Brown Ale;478;12.0;579.999.999.999.999
2205;Mountain Rescue Pale Ale;American Pale Ale (APA);194;12.0;5.5
2198;Goose Island India Pale Ale;American IPA;196;12.0;58.999.999.999.999.900
2457;312 Urban Pale Ale;American Pale Ale (APA);88;16.0;5.4
2202;312 Urban Pale Ale;American Pale Ale (APA);88;12.0;5.4
2201;312 Urban Wheat Ale;American Pale Wheat Ale;88;16.0;4.2
1829;312 Urban Wheat Ale;American Pale Wheat Ale;88;12.0;4.2
581;312 Urban Wheat Ale (2012);American Pale Wheat Ale;88;12.0;4.2
1383;Beaver Logger;American Pale Lager;420;12.0;5.2
477;White Water Wheat;American Pale Wheat Ale;536;12.0;5.0
476;Grand Canyon American Pilsner;American Pilsner;536;12.0;5.2
143;Grand Canyon Sunset Amber Ale;American Amber / Red Ale;536;12.0;5.4
142;Black Iron India Pale Ale;American IPA;536;12.0;?
2129;Monarch Classic American Wheat;American Pale Wheat Ale;213;12.0;4.3
2127;Sir William's English Brown Ale;English Brown Ale;213;12.0;4.9
2126;Lakefire Rye Pale Ale;American Pale Ale (APA);213;12.0;5.5
2303;Beer Agent Re-Ignition;American Blonde Ale;165;16.0;5.3
1990;Cherry Ale;Fruit / Vegetable Beer;165;16.0;5.7
1702;Bourbon Barrel Aged Coconut Porter;American Porter;165;16.0;559.999.999.999.999
1701;Great Crescent IPA;American IPA;165;16.0;6.2
1700;Aurora Lager;Dortmunder / Export Lager;165;16.0;5.7
1699;Great Crescent Blonde Ale;American Blonde Ale;165;16.0;5.3
1269;Great Crescent Coconut Porter;American Porter;165;16.0;559.999.999.999.999
930;Great Crescent Oktoberfest Lager;Märzen / Oktoberfest;165;16.0;5.7
649;Great Crescent Brown Ale;American Brown Ale;165;16.0;4.5
639;Cherry Ale (1);Fruit / Vegetable Beer;165;16.0;5.7
626;Aurora Lager (2011);Dortmunder / Export Lager;165;16.0;5.7
615;Frosted Fields Winter Wheat;American Dark Wheat Ale;165;16.0;6.0
478;Great Crescent Belgian Style Wit;Witbier;165;16.0;5.1
455;Bourbon's Barrel Stout;American Stout;165;16.0;7.5
442;Great Crescent Stout;English Stout;165;16.0;8.0
441;Great Crescent Coconut Porter (2012);American Porter;165;16.0;559.999.999.999.999
440;Great Crescent Dark Lager;Euro Dark Lager;165;16.0;5.7
439;Great Crescent Mild Ale;English Dark Mild Ale;165;16.0;4.2
436;Great Crescent IPA (2011);American IPA;165;16.0;6.2
389;Great Crescent Blonde Ale (2011);American Blonde Ale;165;16.0;5.3
2650;Denver Pale Ale (Artist Series No. 1);American Pale Ale (APA);6;12.0;5.0
2649;Hibernation Ale;Old Ale;6;12.0;8.7
2648;Whitewater;American Pale Wheat Ale;6;12.0;6.1
2647;Rumble;American IPA;6;12.0;7.1
2646;Orabelle;Tripel;6;12.0;8.3
2645;Lasso;American IPA;6;12.0;5.0
2644;Yeti  Imperial Stout;Russian Imperial Stout;6;12.0;9.5
2643;Colette;Saison / Farmhouse Ale;6;12.0;7.3
2642;Titan IPA;American IPA;6;12.0;7.1
404;Black Star Double Hopped Golden Lager (24 oz.);American Pale Lager;543;24.0;4.5
164;Black Star Double Hopped Golden Lager (12 oz.);American Pale Lager;543;12.0;4.5
1923;Commotion APA;American Pale Ale (APA);269;12.0;5.2
1922;Southern Drawl Pale Lager;American Pale Lager;269;12.0;5.2
1604;Chickawawa Lemonale;Fruit / Vegetable Beer;365;12.0;5.0
1574;Barrel Aged Farmer;American Brown Ale;365;16.0;7.000.000.000.000.000
1446;Great River Golden Ale;American Blonde Ale;365;12.0;4.8
1275;Dirty Blonde Chocolate Ale;American Blonde Ale;365;12.0;4.8
1244;Dos Pistolas;Vienna Lager;365;12.0;4.8
1064;Owney Irish Style Red Ale;Irish Red Ale;365;16.0;5.0
1028;Aaah Bock Lager;Vienna Lager;365;16.0;6.0
865;Widespread Wit;Witbier;365;16.0;5.5
864;Roller Dam Red Ale;Irish Red Ale;365;16.0;5.4
863;483 Pale Ale;American Pale Ale (APA);365;16.0;5.3
672;Hop A Potamus Double Dark Rye Pale Ale;Rye Beer;365;16.0;9.0
655;Farmer Brown Ale;American Brown Ale;365;16.0;7.000.000.000.000.000
540;Big Cock IPA;American IPA;365;16.0;7.000.000.000.000.000
539;Oktoberfest;Märzen / Oktoberfest;365;16.0;58.999.999.999.999.900
517;40th Annual Bix Street Fest Copper Ale (Current);American Amber / Red Ale;365;16.0;4.8
371;Redband Stout;American Stout;365;16.0;6.0
190;483 Pale Ale (2010);American Pale Ale (APA);365;16.0;5.3
189;Roller Dam Red Ale (2010);Irish Red Ale;365;16.0;5.4
1106;Pablo Beach Pale Ale;American Pale Ale (APA);466;12.0;5.0
2314;Wild Trail Pale Ale;American Pale Ale (APA);156;12.0;5.7
2313;Mothman Black IPA;American Black Ale;156;12.0;6.7
2461;Autumn Winds Fest Beer;Märzen / Oktoberfest;86;16.0;579.999.999.999.999
2044;Captain's Daughter;American Double / Imperial IPA;86;12.0;8.5
1567;Autumn Winds;Märzen / Oktoberfest;379;16.0;579.999.999.999.999
1505;Flying Jenny Extra Pale Ale;American Pale Ale (APA);379;12.0;6.0
1186;Hazy Day Belgian-Style Wit;Witbier;379;16.0;4.0
1185;Bring Back the Beach Blonde Ale;American Blonde Ale;379;16.0;5.5
984;Leaning Chimney Smoked Porter;American Porter;379;16.0;6.0
693;Flying Jenny Extra Pale Ale (2012);American Pale Ale (APA);379;12.0;6.0
631;Flagship Ale;Cream Ale;379;12.0;4.9
2375;Mr. Blue Sky;American Pale Wheat Ale;124;16.0;4.5
2143;3 Scrooges;Winter Warmer;124;16.0;6.5
2142;Screamin’ Pumpkin;Pumpkin Ale;124;16.0;5.0
2141;Grand Trunk Bohemian Pils;Czech Pilsener;124;16.0;5.0
2140;El Rojo;American Amber / Red Ale;124;16.0;6.5
2139;Norm's Raggedy Ass IPA;American IPA;124;16.0;7.5
2138;Grind Line;American Pale Ale (APA);124;16.0;5.0
2007;Norm's Gateway IPA;American IPA;124;12.0;4.0
1570;Lemon Shandy Tripel;Tripel;124;16.0;9.0
2339;Little Red Cap;Altbier;144;12.0;6.3
1857;Supergoose IPA;American IPA;290;12.0;6.9
1440;Hale's Pale American Ale;American Pale Ale (APA);290;12.0;4.7
1753;Heyoka IPA;American IPA;327;16.0;7.000.000.000.000.000
1448;Guest Lager;American Double / Imperial Pilsner;327;16.0;8.0
1134;Pony Pilsner;German Pilsener;327;16.0;5.7
1066;Akari Shogun American Wheat Ale;American Pale Wheat Ale;327;16.0;5.5
849;Meat Wave;English India Pale Ale (IPA);327;16.0;6.0
352;Over Ale;American Brown Ale;327;16.0;6.0
149;Gossamer Golden Ale;American Blonde Ale;327;16.0;4.2
148;Daisy Cutter Pale Ale;American Pale Ale (APA);327;16.0;5.2
2026;Pursuit;American IPA;248;12.0;7.000.000.000.000.000
1361;Half Full Bright Ale;American Blonde Ale;248;12.0;5.2
1016;Orange Wheat;Fruit / Vegetable Beer;476;12.0;4.6
1015;Hangar 24 Helles Lager;Munich Helles Lager;476;12.0;4.3
1677;The Great Return;American IPA;343;16.0;7.5
1331;Hardywood Cream Ale;Cream Ale;343;12.0;43.999.999.999.999.900
1270;Capital Trail Pale Ale;American Pale Ale (APA);343;12.0;559.999.999.999.999
2059;UFO Gingerland;Herbed / Spiced Beer;234;12.0;5.2
1653;The Long Thaw White IPA;American White IPA;234;12.0;6.2
1558;Honey Cider;Cider;234;12.0;4.8
1380;Harpoon Summer Beer;Kölsch;234;12.0;5.0
1379;Harpoon IPA;American IPA;234;12.0;58.999.999.999.999.900
1340;UFO Pumpkin;Pumpkin Ale;234;12.0;58.999.999.999.999.900
1313;Harpoon Octoberfest;Märzen / Oktoberfest;234;12.0;5.5
770;Harpoon IPA (2012);American IPA;234;12.0;58.999.999.999.999.900
769;Harpoon Summer Beer (2012);Kölsch;234;12.0;5.0
610;UFO White;American Pale Wheat Ale;234;12.0;4.8
192;Harpoon Summer Beer (2010);Kölsch;234;12.0;5.0
126;Harpoon IPA (2010);American IPA;234;12.0;58.999.999.999.999.900
506;Great Falls Select Pale Ale;American Blonde Ale;535;12.0;?
181;Beltian White;Witbier;535;12.0;4.8
2183;Kaua'i Golden Ale;American Blonde Ale;204;12.0;4.9
2182;Sunset Amber;American Pale Ale (APA);204;12.0;5.4
2181;Hapa Brown Ale;American Brown Ale;204;19.2;6.4
2180;Hapa Brown Ale;American Brown Ale;204;12.0;6.4
2179;Southern Cross;Flanders Red Ale;204;19.2;8.3
1895;Groupe G;Belgian IPA;280;16.0;7.6
1894;Pt. Bonita Rustic Lager;American Pale Lager;280;16.0;6.2
1893;Hill 88 Double IPA;American Double / Imperial IPA;280;16.0;8.799.999.999.999.990
990;Loose Cannon;American IPA;479;12.0;7.199.999.999.999.990
989;AARGHtoberfest!;Märzen / Oktoberfest;479;12.0;6.0
988;Davy Jones Lager;Cream Ale;479;12.0;6.0
1351;Grazias;Cream Ale;423;16.0;6.3
1346;Habitus IPA;American IPA;423;16.0;8.0
904;Ex Umbris Rye Imperial Stout;American Double / Imperial Stout;423;16.0;9.9
2295;The Golden One;American Pilsner;168;12.0;6.3
2294;The Power of Zeus;American Pale Ale (APA);168;12.0;7.000.000.000.000.000
824;Tonganoxie Honey Wheat;American Pale Wheat Ale;500;12.0;43.999.999.999.999.900
616;Oregon Trail Unfiltered Raspberry Wheat;Fruit / Vegetable Beer;500;12.0;4.5
96;Annie's Amber Ale;American Amber / Red Ale;500;12.0;5.5
1615;The 12th Can™;American Pale Ale (APA);362;16.0;4.5
889;Hilliard's Pils;Czech Pilsener;362;16.0;5.5
724;Hilliard's Blonde;American Blonde Ale;362;16.0;4.9
497;Hilliard's Amber Ale;American Amber / Red Ale;362;16.0;5.5
496;Hilliard's Saison;Saison / Farmhouse Ale;362;16.0;66.000.000.000.000.000
1652;White Cap White IPA;American White IPA;349;16.0;4.2
1835;Provision;Saison / Farmhouse Ale;297;12.0;4.2
1834;One Nut Brown;American Brown Ale;297;12.0;4.7
1833;Hop Farm IPA;American IPA;297;12.0;579.999.999.999.999
2195;Double D Blonde;American Blonde Ale;198;12.0;4.9
1605;Festeroo Winter Ale;American Strong Ale;198;12.0;7.8
1543;Proxima IPA;American IPA;198;12.0;6.3
1390;Double D Blonde (2013);American Blonde Ale;198;12.0;4.9
1354;541 American Lager;American Pale Lager;198;12.0;4.8
1353;Alphadelic IPA;American IPA;198;12.0;6.5
499;Alphadelic IPA (2011);American IPA;198;12.0;6.5
498;Double D Blonde (2011);American Blonde Ale;198;12.0;4.9
1501;Green House India Pale Ale;American IPA;395;12.0;7.000.000.000.000.000
1004;The One They Call Zoe;American Pale Lager;395;12.0;5.1
502;Alteration;Altbier;395;12.0;5.1
501;Pale Dog;American Pale Ale (APA);395;12.0;6.0
2357;Porter Culture;American Porter;136;12.0;6.5
2483;Hard Cider;Cider;80;16.0;6.800.000.000.000.000
2482;Totally Radler;Radler;80;16.0;2.7
2400;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2399;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2398;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2397;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2396;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2395;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2394;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2393;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2392;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2391;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2390;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2389;Nonstop Hef Hop;American Pale Wheat Ale;80;16.0;3.9
2388;Rise Up Red;American Amber / Red Ale;80;16.0;579.999.999.999.999
2200;Survival Stout;American Stout;80;16.0;579.999.999.999.999
2199;Hopworks IPA;American IPA;80;16.0;66.000.000.000.000.000
2193;Abominable Winter Ale;American Strong Ale;80;16.0;7.3
1398;Pigwar White India Pale Ale;American White IPA;80;16.0;6.0
1085;Rise-Up Red (2014);American Amber / Red Ale;80;16.0;579.999.999.999.999
916;Abominable Winter Ale (2012);American Strong Ale;80;16.0;7.3
658;HUB Lager;Czech Pilsener;80;16.0;5.1
653;Hopworks IPA (2012);American IPA;80;16.0;66.000.000.000.000.000
2385;Watermelon Wheat;American Pale Wheat Ale;120;12.0;559.999.999.999.999
2384;Laka Laka Pineapple;Hefeweizen;120;12.0;5.1
2383;Oktoberfest;Märzen / Oktoberfest;120;16.0;6.0
1251;Trail Maker Pale Ale;American Pale Ale (APA);445;12.0;6.5
1250;Action Man Lager;Vienna Lager;445;12.0;5.5
1903;Let It Ride IPA;American IPA;277;12.0;6.800.000.000.000.000
1691;Stir Crazy Winter Ale;Winter Warmer;277;12.0;6.5
1555;Sweet Yamma Jamma Ale;Fruit / Vegetable Beer;277;12.0;5.0
1115;Shenanigans Summer Ale;American Pale Wheat Ale;277;12.0;4.6
729;Midnight Ryder;American Black Ale;277;12.0;6.5
728;Day Tripper Pale Ale;American Pale Ale (APA);277;12.0;5.4
2350;Oklahoma Suks;American Amber / Red Ale;140;12.0;4.8
2301;Power & Light;American Pale Ale (APA);140;12.0;5.5
1904;White Rabbit ;Witbier;140;12.0;58.999.999.999.999.900
2609;Tribute;American Pale Ale (APA);23;12.0;579.999.999.999.999
2038;Infamous IPA;American IPA;242;12.0;7.000.000.000.000.000
1774;Hijack;Cream Ale;242;12.0;5.5
559;Jon Boat Coastal Ale;American Blonde Ale;527;12.0;4.5
558;I-10 IPA;American IPA;527;12.0;6.800.000.000.000.000
553;People's Pale Ale;American Pale Ale (APA);527;12.0;5.3
2376;Summer Ale;American Blonde Ale;123;12.0;4.9
1784;Appreciation Ale;American IPA;316;16.0;?
2673;House Lager;Keller Bier / Zwickel Bier;2;16.0;5.2
2672;Leisure Time;American Pale Lager;2;12.0;4.8
2671;Excess IPL;American India Pale Lager;2;16.0;7.199.999.999.999.990
2670;Hoponius Union;American India Pale Lager;2;12.0;6.7
2669;Calyptra;American India Pale Lager;2;12.0;4.9
1405;Helen's Blend;Cider;416;12.0;5.0
823;Jack's Hard Cider;Cider;416;12.0;5.1
1793;Thunder Ann;American Pale Ale (APA);312;12.0;5.5
2453;Razz Wheat;Fruit / Vegetable Beer;92;12.0;5.5
2363;Hop Ryot;American IPA;92;12.0;6.5
689;Mystic Mama IPA;American IPA;92;12.0;7.000.000.000.000.000
688;Firefly Amber Ale;American Amber / Red Ale;92;12.0;5.0
687;Chomolungma Honey Nut Brown Ale;English Brown Ale;92;12.0;6.7
2408;Welcome to Scoville;American IPA;114;12.0;6.9
2595;Bastian;American Strong Ale;32;12.0;?
2480;Healani;Hefeweizen;32;12.0;4.5
1525;Yabba Dhaba Chai Tea Porter;American Porter;32;12.0;5.5
1524;A Capella Gluten Free Pale Ale;American Pale Ale (APA);32;12.0;5.5
1523;Casper White Stout;American Blonde Ale;32;12.0;6.0
1254;JP's Ould Sod Irish Red IPA;American IPA;32;12.0;6.0
2060;Weize Guy;Hefeweizen;233;12.0;5.0
469;Fox Tail Gluten Free Ale;American Pale Ale (APA);233;12.0;5.0
468;Hop Box Imperial IPA;American Double / Imperial IPA;233;12.0;9.3
467;Joseph James American Lager;American Adjunct Lager;233;12.0;5.2
2163;Sucha Much IPA;American IPA;208;12.0;7.1
2162;Lewbricator Wheat Dopplebock ;Doppelbock;208;12.0;7.5
2374;Weisse Versa (2012);Hefeweizen;125;12.0;5.2
1560;Mother in Lager;Munich Dunkel Lager;125;12.0;579.999.999.999.999
1557;Weekend Warrior Pale Ale;American Pale Ale (APA);125;12.0;5.5
1458;Karbachtoberfest;Märzen / Oktoberfest;125;12.0;5.5
1235;Love Street Summer Seasonal (2014);Kölsch;125;12.0;4.7
1068;Barn Burner Saison;Saison / Farmhouse Ale;125;12.0;66.000.000.000.000.000
666;Rodeo Clown Double IPA;American Double / Imperial IPA;125;12.0;9.5
465;Sympathy for the Lager;American Amber / Red Lager;125;12.0;4.9
464;Weisse Versa;Hefeweizen;125;12.0;5.2
463;Hopadillo India Pale Ale;American IPA;125;12.0;66.000.000.000.000.000
1678;KelSo Nut Brown Lager;Euro Dark Lager;342;12.0;5.7
1572;KelSo India Pale Ale;American IPA;342;12.0;6.0
1348;KelSo Pilsner;Czech Pilsener;342;12.0;5.5
1193;Skilak Scottish Ale;Scottish Ale;458;12.0;579.999.999.999.999
1187;Peninsula Brewers Reserve (PBR);American Blonde Ale;458;12.0;5.0
349;Sunken Island IPA;American IPA;458;12.0;6.800.000.000.000.000
348;Skilak Scottish Ale (2011);Scottish Ale;458;12.0;579.999.999.999.999
760;Cold Smoke Scotch Ale (2007);Scotch Ale / Wee Heavy;510;16.0;6.5
759;Double Haul IPA (2009);American IPA;510;16.0;6.5
758;Double Haul IPA (2006);American IPA;510;16.0;6.5
87;Eddy Out Pale Ale;American Pale Ale (APA);510;16.0;5.5
86;Double Haul IPA;American IPA;510;16.0;6.5
85;Cold Smoke Scotch Ale;Scotch Ale / Wee Heavy;510;16.0;6.5
2472;U. P. Witbier;Witbier;84;12.0;?
779;November Gale Pale Ale;American Pale Ale (APA);84;12.0;?
364;Olde Ore Dock Scottish Ale;Scottish Ale;84;12.0;?
60;Widow Maker Black Ale;American Brown Ale;84;12.0;?
59;Lift Bridge Brown Ale;American Brown Ale;84;12.0;?
58;Pick Axe Blonde Ale;American Blonde Ale;84;12.0;?
57;Red Jacket Amber Ale;American Amber / Red Ale;84;12.0;?
2436;Amber Ale;American Amber / Red Ale;102;12.0;5.1
1706;King Street Pilsner;Czech Pilsener;102;12.0;5.5
1667;King Street IPA;American IPA;102;12.0;6.0
1666;King Street Hefeweizen;Hefeweizen;102;12.0;5.7
1665;King Street Blonde Ale;American Blonde Ale;102;12.0;4.9
2460;India Pale Ale;American IPA;87;16.0;6.3
2459;Blackberry Wheat;American Pale Wheat Ale;87;16.0;4.8
1274;Longboard Island Lager;American Amber / Red Lager;439;24.0;4.6
1220;Longboard Island Lager;American Amber / Red Lager;439;16.0;4.6
1070;Longboard Island Lager;American Amber / Red Lager;439;12.0;4.6
590;Longboard Island Lager;American Amber / Red Lager;439;12.0;4.6
781;Choc Beer (2003);American Dark Wheat Ale;505;12.0;4.0
1637;Bellingham Beer Week 2013 Collaboration;Belgian Strong Dark Ale;354;16.0;8.0
1741;A Slice of Hefen;Hefeweizen;332;16.0;5.4
664;Elevated IPA;American IPA;332;16.0;7.199.999.999.999.990
392;Rumspringa Golden Bock;Maibock / Helles Bock;545;12.0;66.000.000.000.000.000
195;Lancaster German Style Kölsch;Kölsch;545;12.0;4.8
2547;Beach Cruiser;Hefeweizen;59;12.0;4.5
2493;I.P. Eh!;American IPA;59;12.0;6.800.000.000.000.000
2492;Schoolhouse Honey;American Amber / Red Ale;59;12.0;5.0
2491;10 Degrees of Separation;English Brown Ale;59;12.0;5.5
2108;Laughing Dog Cream Ale;Cream Ale;218;12.0;5.0
1397;Two-One Niner;American Pilsner;218;12.0;4.8
1396;Laughing Dog IPA;American IPA;218;12.0;6.4
1675;Madra Allta;American IPA;345;12.0;6.4
1249;Duluchan India Pale Ale;American IPA;345;12.0;559.999.999.999.999
1445;Lazy Monk Bohemian Pilsner;Czech Pilsener;406;16.0;5.0
475;Yellowstone Golden Ale;Kölsch;537;12.0;5.1
474;Tumbleweed IPA;American IPA;537;12.0;5.7
473;Lewis & Clark Amber Ale;American Amber / Red Ale;537;12.0;5.0
472;Miner's Gold Hefeweizen;Hefeweizen;537;12.0;5.0
471;Back Country Scottish Ale;Scottish Ale;537;12.0;5.7
2036;Getaway;German Pilsener;244;16.0;5.2
1168;Farm Girl Saison;Saison / Farmhouse Ale;244;16.0;6.0
1832;Adam's Stout;American Stout;298;12.0;579.999.999.999.999
1688;American Hero;American Amber / Red Ale;298;12.0;5.7
1687;Schweet Ale;Fruit / Vegetable Beer;298;12.0;5.2
1686;Irregardless IPA;American IPA;298;12.0;6.5
2434;Peach Pale Ale;American Pale Ale (APA);104;12.0;5.7
2332;Deadeye Jack;American Porter;149;12.0;6.0
2330;Pistols at Dawn;American Stout;149;16.0;7.5
2329;Peacemaker Pale Ale;American Pale Ale (APA);149;12.0;5.7
2327;Shotgun Betty;Hefeweizen;149;12.0;579.999.999.999.999
2326;Sweet Josie;American Brown Ale;149;12.0;6.1
1926;Long Trail IPA;English India Pale Ale (IPA);268;12.0;58.999.999.999.999.900
1924;Long Trail Ale;American Amber / Red Ale;268;12.0;4.6
1090;Double Bag;Altbier;268;16.0;7.199.999.999.999.990
574;Blackbeary Wheat;Fruit / Vegetable Beer;268;12.0;4.0
573;Long Trail Ale (1);Altbier;268;12.0;4.6
2584;Gose;Gose;41;16.0;4.6
2583;Vermont Pilsner;German Pilsener;41;16.0;4.8
2582;Mosaic Single Hop IPA;American IPA;41;16.0;5.5
2581;Lost Galaxy;American IPA;41;16.0;4.5
1309;Face Plant IPA;American IPA;430;12.0;6.2
1308;Rhino Chasers Pilsner;Czech Pilsener;430;12.0;559.999.999.999.999
1571;Slow Hand Stout;American Stout;377;16.0;5.2
1204;Hips Don't Lie;Hefeweizen;456;16.0;6.2
1122;Ride Again Pale Ale;American Pale Ale (APA);456;16.0;5.2
700;The Farmer's Daughter;American Blonde Ale;456;16.0;4.8
2033;Pub Ale;English Dark Mild Ale;245;12.0;3.8
2032;Ballistic Blonde;Belgian Pale Ale;245;12.0;5.1
2311;Knotty Pine;American Pale Ale (APA);158;12.0;5.4
1153;Lumberyard Pilsner;American Pilsner;158;12.0;5.3
355;Lumberyard IPA;American IPA;158;12.0;6.1
125;Lumberyard Red Ale;American Amber / Red Ale;158;12.0;579.999.999.999.999
962;Mac's Highlander Pale Ale (2000);American Pale Ale (APA);485;12.0;5.0
961;Mac's Scottish Style Amber Ale (2000);American Amber / Red Ale;485;12.0;5.1
1475;Macon Progress Ale;American Pale Ale (APA);400;12.0;5.0
1008;Macon History Ale;American Brown Ale;400;12.0;5.5
2454;Galaxy High;American Double / Imperial IPA;91;12.0;9.9
2209;Sol Drifter;American Blonde Ale;91;12.0;4.3
2133;Thunder Snow;Winter Warmer;91;12.0;8.5
1994;The Great Pumpcan;Fruit / Vegetable Beer;91;16.0;7.9
1816;LIFT;Kölsch;91;12.0;4.7
1815;SPRYE;American Pale Ale (APA);91;12.0;5.0
1126;Psychopathy;American IPA;91;12.0;6.9
1125;Gnarly Brown;American Brown Ale;91;12.0;7.000.000.000.000.000
1124;Happy Amber;American Amber / Red Ale;91;12.0;6.0
1813;#9;Fruit / Vegetable Beer;303;16.0;5.1
1113;Elder Betty;Hefeweizen;303;12.0;5.5
360;#9;Fruit / Vegetable Beer;303;12.0;5.1
511;High Country Pilsner (Current);German Pilsener;534;12.0;4.2
75;Epic IPA;American IPA;534;12.0;6.5
74;Golden Trout Pilsner;German Pilsener;534;12.0;4.2
